V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,Signal
128.511,43.08,76.684,128.958,1.891,231.6,-0.749,1.794,17.983,291.093,1.044,1.405,0.338,47.952,1.266,2.476,50.073,1.366,0.685,67.877,1.442,375.207,153.639,1.326,-1.468,39.428,-0.565,1.909,193.068,1
121.653,1.172,76.059,70.948,4.375,561.767,-4.73,2.652,0.229,204.928,1.534,1.047,0.856,31.391,-0.901,-2.222,48.14,-0.626,0.415,48.4,0.391,170.714,63.081,-1.952,-2.002,62.316,2.423,2.345,125.397,1
98.169,52.569,63.222,60.644,0.337,202.869,0,3.002,25.123,311.284,1.815,1.414,0,23.355,-2.416,1.705,42.391,-2.176,-1.288,48.562,-0.052,431.218,142.11,0,-3.069,73.315,-0.337,0.579,245.537,0
126.627,5.445,81.919,196.057,4.591,1338.638,-5.219,1.199,1.566,439.698,0.966,0.717,0.983,65.828,1.248,1.333,63.602,0.073,1.092,68.508,1.009,456.616,233.464,2.069,-2.31,76.804,-2.523,-0.095,310.268,1
101.91,66.767,71.43,37.538,1.625,146.106,2.175,3.094,6.215,176.414,0.925,-1.211,0.522,34.144,0.185,-2.816,31.586,1.029,0.491,35.309,-2.597,211.384,64.515,0.871,1.093,46.169,2.496,-1.577,110.684,1
106.973,3.746,54.16,135.786,0.579,145.821,0.736,2.093,90.581,356.557,2.123,1.06,0.374,21.433,0.525,2.542,45.507,0.618,-1.65,98.926,-1.706,421.232,148.873,1.195,0.644,100.214,0.616,1.714,289.617,0
125.462,44.224,99.413,410.34,1.071,163.096,1.94,0.606,44.454,774.292,0.449,1.079,0,247.508,0.908,1.915,111.222,1.114,2.485,64.442,1.957,882.831,303.942,-2.028,-1.068,63.262,-0.957,-0.959,415.562,1
97.043,5.519,74.761,101.483,0.167,167.251,1.721,1.348,7.953,304.013,1.034,0.689,0,55.87,0.512,0.975,57.75,-0.266,2.076,6.663,2.359,407.659,140.934,-1.398,-1.392,49.46,-1.231,2.011,190.394,0
91.326,32.326,63.209,60.943,0.221,58.229,0.319,2.082,30.053,174.316,1.283,1.39,0,30.048,-0.844,1.328,38.56,-1.724,-3.068,21.337,2.018,250.209,54.085,-0.686,-1.282,51.623,-0.465,-0.181,105.708,0
79.274,62.081,46.797,204.822,2.464,377.762,-1.514,0.789,34.282,469.287,1.854,1.077,0.942,44.643,-0.338,-0.166,82.753,-0.238,0.617,91.622,-0.112,409.588,267.13,-1.17,-2.922,39.814,1.294,0.923,341.891,0
110.666,22.576,73.187,68.868,2.53,116.035,-1.585,2.147,2.046,154.268,1.127,1.37,0.142,39.213,-1.848,-2.907,44.182,-1.891,1.23,29.764,1.863,189.063,37.131,-1.389,-1.109,33.742,1.141,-1.079,70.874,0
252.813,140.297,137.616,65.772,0.647,84.346,6.376,2.747,34.53,264.505,1.534,1.301,0.259,55.594,1.757,-2.057,85.274,2.169,1.509,64.955,-2.313,215.364,47.573,2.222,0.681,39.618,2.869,-1.552,123.637,0
76.394,74.425,66.515,54.329,0.716,67.084,0.25,2.695,31.035,152.216,0.702,-1.407,0,40.083,-1.512,1.404,28.119,-1.89,-1.264,61.933,2.817,291.852,51.652,-0.973,-0.612,32.363,-0.257,-2.219,84.015,0
157.016,43.73,109.722,117.402,3.916,406.586,-3.822,1.914,0.823,259.099,0.602,1.404,0.986,86.114,0.333,1.446,51.83,0.12,-0.456,32.928,0.659,223.283,76.958,-2.071,-2.162,44.198,1.845,-2.687,121.156,1
128.888,24.358,89.86,53.175,2.009,180.209,-0.939,3.213,52.317,262.079,1.993,-1.405,0.371,27.257,0.116,-2.475,54.321,1.265,0.808,29.611,0.191,251.325,70.495,-0.74,-1.132,56.685,1.268,-2.917,180.501,0
165.078,58.465,61.524,91.129,5.155,798.198,-6.428,2.733,31.277,214.975,1.143,1.414,0.529,27.176,-2.446,0.829,31.058,-1.593,-2.857,75.383,2.128,355.217,72.733,3.042,-0.661,51.026,-2.113,-1.15,156.741,0
94.293,22.484,60.68,151.377,5.414,933.984,-5.603,1.558,1.401,255.888,3.809,1.293,1,20.55,2.221,2.755,78.278,1.305,-2.269,64.723,-2.586,293.478,126.091,-1.394,0.49,30.97,4.02,1.155,157.06,1
128.129,52.649,88.641,54.479,2.609,129.604,1.137,3.146,21.122,155.233,0.617,-1.414,0.913,54.297,-1.848,-0.792,33.527,-1.291,2.304,59.834,-2.723,254.413,36.131,-2.989,1.611,31.278,-0.38,-0.492,67.409,0
94.844,4.405,45.465,84.535,0.355,44.562,0.624,2.13,5.983,148.02,1.086,1.108,0,24.903,-2.124,0.777,27.033,-2.241,-1.35,66.208,-1.245,242.584,60.675,-0.987,2.471,35.409,-0.632,1.66,96.084,0
104.711,19.089,71.097,18.614,2.36,161.091,2.799,3.239,3.227,151.647,1.077,-1.412,0.194,29.404,1.674,0.354,31.658,0.537,-2.679,18.798,2.8,142.095,52.186,0.867,0.266,38.399,3.227,-2.627,90.585,0
113.617,28.324,80.149,89.092,5.057,559.003,-3.88,1.888,3.463,178.612,1.027,1.4,0.4,43.349,-1.985,-1.248,44.512,-0.834,0.249,24.879,-0.63,200.681,52.254,4.114,2.689,38.497,-0.943,2.595,90.751,1
117.902,36.427,62.666,480.882,4.144,1452.111,-2.315,0.522,2.103,746.54,1.261,1.402,0.667,107.663,0.152,-0.783,135.757,-0.088,-0.319,243.875,-0.52,809.548,422.202,0.665,2.501,80.918,-3.479,-2.964,503.12,1
106.818,5.988,80.068,238.577,2.621,464.333,-1.278,1.16,40.872,470.546,4.951,1.074,0.966,31.646,0.227,-1.214,156.689,-0.418,-2.179,62.115,-2.118,396.514,185.778,-1.973,1.006,96.433,0.648,1.356,282.211,1
137.827,3.994,61.519,96.173,7.082,2563.538,-12.504,2.227,7.658,285.846,0.668,0.893,0.999,39.909,-0.992,-2.083,26.651,-0.278,2.091,86.397,2.008,293.348,93.174,-3.724,-0.066,59.243,3.358,-1.86,219.286,1
78.983,7.482,45.509,95.424,4.807,919.228,-4.731,1.508,59.484,283.618,1.068,0.806,0.854,30.399,-1.179,-2.075,32.461,-1.976,2.928,53.086,2.748,404.341,87.823,-3.426,-0.422,79.448,1.381,0.361,220.758,0
112.62,8.496,80,32.962,6.258,701.75,-9.651,2.661,32.692,144.752,1.446,-0.532,0.501,34.031,1.987,2.064,49.197,2.228,-1.569,12.283,-1.221,202.81,30.784,-3.503,1.423,30.74,2.755,1.772,61.524,1
138.659,25.529,45.375,176.707,0.791,112.269,1.852,1.446,12,258.345,0.613,1.345,0.198,43.673,-1.081,-0.776,26.764,-0.914,-2.213,126.934,-1.771,271.569,119.194,-1.022,1.124,68.714,-1.813,2.073,187.907,1
92.435,27.952,64.759,93.163,0.539,32.949,0.042,2.004,8.454,184.852,2.973,1.369,0.657,21.725,1.027,-1.943,64.59,0.513,2.403,33.602,3.013,236.164,49.935,0.069,-0.283,48.602,0.608,-0.463,98.538,1
148.957,45.489,86.93,341.605,1.696,380.184,0.563,1.537,70.306,658.343,6.196,1.253,0.559,23.773,0.301,1.2,147.294,-0.486,2.521,187.363,2.246,899.912,258.517,-1.98,-0.812,139.858,-0.284,-1.312,487.276,1
86.951,112.832,75.913,29.847,0.474,74.876,1.369,1.874,27.406,178.35,2.628,-1.368,0,28.945,-2.048,2.193,76.074,-2.24,-2.226,45.754,0.322,208.936,41.193,-1.431,0.571,32.139,-0.957,-2.128,73.332,0
125.581,23.9,85.73,346.828,2.952,729.192,-1.493,0.714,3.569,603.743,1.407,1.347,0.562,101.796,0.729,-0.908,143.256,0.293,-0.343,111.259,-0.533,681.551,223.268,-2.304,2.754,135.422,0.648,2.3,358.69,1
136.912,101.417,130.664,73.736,0.596,27.757,0.6,1.91,3.163,197.958,1.099,-1.039,0,59.129,0.465,1.54,64.958,-1.268,2.343,46.19,-1.574,187.599,42.457,0.532,-0.889,31.414,1.128,-0.901,73.872,0
111.231,98.769,84.817,248.196,0.413,119.803,2.039,0.841,96.913,566.188,1.149,0.551,0,96.079,2.05,-2.52,110.408,2.368,2.985,73.65,-2.139,605.951,115.664,1.649,-0.33,84.702,1.236,0.816,359.701,1
108.777,62.224,84.306,62.451,0.693,139.749,0.111,2.239,43.534,284.094,1.875,-0.745,0.951,26.702,1.101,-0.27,50.07,-0.559,1.233,46.262,2.638,247.603,75.88,-0.828,-1.336,55.665,-0.135,1.792,207.323,0
72.872,75.59,54.307,29.446,0.312,77.26,4.08,2.336,0.728,138.477,1.686,-0.642,0,21.79,-0.803,-0.457,36.73,-1.446,-2.703,39.315,0.231,125.247,43.282,2.182,1.543,36.675,1.87,-2.328,79.957,0
58.283,74.717,48.138,29.815,1.647,128.845,-0.443,2.253,8.195,146.958,1.305,-1.295,0.967,21.378,1.584,1.857,27.904,0.634,-0.187,52.061,-2.929,250.241,61.672,1.308,-0.168,36.005,-0.339,-3.12,97.677,0
260.445,0.667,178.768,55.112,0.9,98.435,1.721,3.859,11.349,160.549,0.889,0.965,0,31.778,1.835,-0.963,28.237,-1.744,0.481,13.273,0.516,281.652,64.265,0.937,2.219,36.268,1.837,-1.884,100.534,0
145.617,69.404,96.651,25.938,1.948,110.085,7.225,2.832,58.753,208.068,1.467,1.345,0,40.099,2.014,-1.905,58.835,1.767,1.557,22.591,-2.207,268.081,38.857,-3.833,1.556,35.814,-1.885,-2.54,109.133,0
123.468,23.235,87.367,23.583,2.6,149.925,-1.36,2.784,25.556,168.175,1.192,1.413,0.949,39.865,-0.139,-2.024,47.531,0.278,0.729,5.844,-0.814,305.646,49.737,-0.725,2.518,31.043,1.876,-1.738,80.78,1
400.132,5.696,291.787,61.011,1.595,100.875,-0.387,4.787,6.278,163.501,2.325,0.736,0.003,22.28,1.88,0.34,51.803,-2.406,2.472,19.399,2.651,176.918,54.935,0.298,-1.406,34.483,-1.297,0.183,89.418,0
856.06,56.005,555.052,165.063,1.056,152.971,1.39,3.764,35.498,470.737,0.474,0.127,0.497,146.894,1.668,1.962,69.614,-1.734,0.35,101.76,-0.329,681.676,130.548,-1.82,-2.641,47.26,-0.764,-0.867,254.228,0
109.929,30.477,78.929,101.337,1.509,119.108,2.223,2.363,15.581,252.843,3.648,-0.456,0.928,22.28,-1.32,0.893,81.269,-1.465,-3.032,41.436,-2.501,368.812,79.662,-0.916,-0.238,35.642,-2.426,1.373,149.293,1
125.703,92.385,90.484,76.382,1.426,314.2,-0.421,2.45,49.839,489.644,0.554,-1.228,0.041,61.268,0.848,-2.106,33.955,1.568,0.236,63.735,3.14,583.157,170.577,1.008,0.973,97.834,-0.418,-1.409,394.421,0
88.36,14.897,43.646,108.656,2.685,382.396,-1.467,1.853,56.617,322.194,1.506,1.241,0.63,22.17,-0.17,-1.252,33.397,-0.333,0.594,75.527,0.296,407.08,102.231,-0.763,2.218,85.936,1.922,-1.464,266.627,1
108.586,64.338,79.07,14.837,1.391,176.637,-0.398,3.004,48.27,290.593,2.277,-1.396,0.196,23.886,0.315,3.052,54.383,-0.595,-0.369,20.704,2.196,342.139,88.916,-0.403,0.358,55.628,0.989,-2.98,212.324,0
146.702,127.082,130.888,33.333,1.801,123.118,-0.716,2.135,33.591,268.414,1.642,-1.395,0.047,56.607,-0.718,-0.646,92.957,-1.268,-2.71,50.425,1.195,289.048,52.381,1.209,0.127,35.06,-0.593,-2.727,118.849,0
77.056,50.603,51.016,60.73,1.487,80.141,1.964,1.883,27.827,149.377,0.899,0.703,0,31.86,-1.298,-1.2,28.627,-0.612,-2.954,31.526,-0.951,218.308,47.923,2.33,1.696,40.967,0.843,1.002,88.89,1
120.626,14.789,73.386,278.684,2.54,483.226,-1.298,0.987,2.188,462.768,2.254,1.342,0.403,48.164,1.558,0.883,108.553,0.649,0.499,124.421,0.627,395.082,210.767,-1.83,-2.796,95.285,0.709,-1.85,306.052,1
97.181,55.244,66.879,34.953,0.339,53.238,5.144,2.951,33.468,142.423,1.772,1.402,0,22.264,0.601,1.99,39.46,1.663,-1.54,27.809,2.771,245.541,44.74,-2.444,-0.672,35.959,-2.105,0.65,80.699,0
102.998,82.999,59.977,201.197,0.352,215.017,1.043,1.015,133.719,482.546,0.887,0.749,0,64.611,-2.054,0.805,57.296,-1.646,1.734,103.12,0.593,561.56,148.845,-1.212,-2.338,77.28,-0.86,1.262,360.639,0
140.747,7.25,68.888,143.033,4.752,540.699,-4.488,2.129,66.021,221.314,1.336,0.867,0.862,34.053,0.219,2.501,45.509,0.162,0.373,115.055,0.273,270.476,71.168,-1.3,-2.561,35.755,3.452,-1.59,141.752,1
260.605,89.385,139.638,44.009,1.813,133.92,2.983,3.459,19.054,205.794,2.045,1.409,0.99,33.378,-0.178,-1.269,68.268,-2.043,2.101,38.811,-2.079,362.71,71.844,-2.857,-0.574,32.304,-1.044,1.685,104.147,0
120.317,8.403,75.442,30.366,4.922,1516.719,-5.481,3.082,1.34,330.35,0.891,1.396,0.549,38.789,-0.646,0.813,34.546,-1.147,-2.228,32.936,-1.978,393.092,130.486,-1.703,2.689,126.529,3.219,-0.216,257.015,1
87.832,6.325,61.899,60.356,0.844,63.275,0.316,1.757,5.042,164.343,0.559,0.658,0.17,53.736,0.205,1.209,30.053,0.141,2.965,16.932,-3.037,212.12,48.155,0.281,-1.566,32.399,1.125,-0.137,80.554,0
156.67,48.907,110.755,82.056,2.3,600.358,-0.977,3.476,46.701,500.244,2.793,-1.412,0.008,23.804,0.225,-2.548,66.488,1.944,0.715,49.258,-0.168,560.288,224.355,-1.738,-2.033,133.968,0.562,1.503,409.952,0
126.341,16.117,70.297,185.615,5.54,1401.222,-7.535,1.484,1.484,319.744,1.763,1.175,0.994,38.881,0.441,-1.166,68.542,0.162,0.292,105.13,0.102,345.836,165.666,-2.399,-2.923,46.655,3.141,2.119,212.32,1
171.98,29.522,89.685,77.964,1.459,182.149,-0.088,2.691,40.554,288.893,0.437,1.399,0.021,60.614,-0.948,-0.47,26.512,-2.103,-2.9,50.085,-2.066,342.034,95.545,0.063,0.638,68.416,-1.395,2.39,201.767,0
264.805,16.667,182.935,61.229,1.816,147.558,0.193,4.058,1.444,192.029,2.02,1.356,0.923,27.225,-1.754,-2.759,54.982,1.266,0.814,28.93,1.235,163.554,56.545,1.917,-2.874,53.276,0.1,-0.887,109.821,1
128.205,58.107,103.431,105.087,7.24,2708.756,-12.7,2.415,15.277,308.856,5.579,-1.122,0.996,22.676,-0.299,-1.055,126.511,-0.86,1.294,6.69,-1.95,297.818,113.135,2.985,-1.663,46.533,-4.255,2.956,159.669,1
100.774,4.974,33.843,236.72,2.354,350.103,-1.183,1.054,10.393,327.268,0.835,1.077,0.295,36.71,-0.667,-0.531,30.639,-0.852,0.507,183.735,0.441,461.03,190.399,-0.728,-3.007,69.52,1.626,-2.291,259.918,0
102.37,11.932,72.96,59.312,2.627,119.16,-1.17,2.282,0.163,146.993,1.676,1.294,0.998,30.07,0.245,-1.259,50.393,0.797,0.955,19.408,0.571,115.556,35.042,2.059,3.097,31.487,-0.568,-2.251,66.53,0
124.73,37.622,49.216,167.392,4.92,880.984,-5.847,1.424,8.98,264.731,0.917,1.412,0.999,37.208,-1.308,-1.331,34.111,-0.51,-2.51,108.088,-1.88,334.53,157.504,2.008,1.032,35.908,-2.912,2.692,193.412,1
113.667,68.794,73.926,72.433,4.038,507.627,-4.076,2.119,37.399,261.722,0.853,0.945,0.303,45.612,1.972,2.077,38.921,2.218,-2.102,39.316,2.032,272.594,86.546,-2.005,-0.764,51.743,2.032,1.178,177.188,1
125.951,31.611,82.909,87.67,1.312,117.333,3.199,2.036,2.624,213.626,0.828,1.412,0,50.845,-0.693,-2.175,42.112,0.043,2.21,33.551,3.078,297.797,73.544,-1.249,0.6,47.126,-2.561,-0.914,120.67,0
122.399,52.079,85.402,129.547,2.071,319.445,-0.328,1.676,3.118,326.785,0.71,0.689,1,58.109,0.489,-2.025,41.231,-0.875,-1.052,48.305,-2.298,344.526,159.572,0.173,0.855,67.873,-1.898,3.041,227.445,1
155.291,103.929,71.817,127.073,4.346,433.316,-2.087,1.821,28.162,213.352,2.78,1.255,0.567,27.265,0.01,-2.094,75.786,0.015,-0.273,76.722,-1.772,291.101,78.791,-3.797,2.06,31.51,0.55,2.249,110.302,0
137.268,46.905,100.702,114.475,2.579,478.434,3.199,1.873,32.157,348.425,1.038,0.45,0.041,47.78,1.616,2.365,49.594,-0.1,1.613,32.813,2.854,461.834,140.101,0.916,-2.099,110.95,3.494,0.117,251.051,1
71.349,33.098,44.966,90.877,0.82,89.488,4.588,1.472,44.071,195.644,1.029,0.521,0,28.409,1.152,0.053,29.223,-0.182,0.674,41.48,-0.317,252.009,52.399,1.771,-1.882,43.422,2.591,2.439,138.011,0
159.219,12.56,69.658,143.75,6.621,1954.155,-9.629,1.856,24.691,272.684,0.554,1.195,0.559,55.737,-0.656,-0.414,30.904,-1.372,-2.126,100.448,-1.9,305.859,152.852,-2.158,1.585,33.19,4.463,-1.265,186.042,1
134.146,8.08,42.012,525.644,0.405,117.711,0.318,0.508,5.184,738.92,0.237,0.603,0.027,168.245,0.493,-1.109,39.887,0.984,-0.98,319.723,-0.909,777.779,464.525,0.802,2.203,66.263,0.397,1.944,530.788,1
119.412,24.79,89.716,95.278,5.175,578.04,-6.422,1.918,38.295,228.579,2.039,0.303,0.845,34.047,-1.69,-0.434,69.405,-0.539,-1.968,27.094,-2.548,361.51,44.055,-2.065,2.179,42.782,3.11,0.471,125.127,1
130.337,28.027,76.172,121.648,1.703,126.755,2.328,2.004,28.591,194.028,1.482,1.143,0,27.441,-0.997,-0.603,40.673,0.893,-1.272,58.679,-0.69,273.163,63.335,-2.599,2.287,62.579,-0.896,1.814,125.914,1
135.316,1.657,60.569,83.191,2.587,317.779,-1.122,2.415,70.732,314.539,0.699,1.049,0.58,37.966,0.656,-0.026,26.542,0.212,2.348,78.723,2.311,326.408,99.676,0.551,-1.915,79.238,-2.036,-0.724,250.032,0
139.215,19.802,96.725,256.581,4.034,664.484,-1.155,0.953,48.428,483.1,0.565,0.712,0.694,140.147,0.423,2.096,79.175,0.489,1.145,80.552,0.897,739.617,186.707,-0.31,-1.355,42.904,3.723,-2.064,263.778,1
88.334,20.313,63.328,93.232,5.062,970.198,-6.378,1.672,1.991,269.474,2.312,1.372,0.741,26.867,-1.912,-1.796,62.119,-1.219,-0.274,24.497,-0.801,405.075,137.786,-2.364,2.44,42.702,2.698,-0.705,180.488,0
121.591,16.161,81.763,108.184,0.613,88.901,3.948,1.991,7.227,198.95,1.258,0.38,0.79,31.497,0.096,2.697,39.628,-1.861,3.057,42.237,-2.829,228.167,78.193,-1.704,-0.551,49.632,-2.317,0.805,127.825,1
113.722,28.183,79.509,64.133,1.886,358.327,-0.431,2.193,89.809,425.514,1.405,1.405,0.702,37.687,-1.285,-1.117,52.942,-1.238,2.973,20.638,-2.429,415.96,121.649,-1.62,-2.114,120.666,0.266,1.337,334.885,0
146.813,4.927,73.263,107.768,4.031,431.887,-3.795,1.892,33.064,232.584,0.542,0.892,0.842,61.318,0.395,0.532,33.205,0.318,-1.359,81.664,-1.454,274.736,107.086,1.499,2.29,30.974,-2.532,-2.547,138.06,1
117.419,6.023,66.077,252.99,4.458,1195.495,-3.909,0.973,2.575,423.128,0.343,1.377,0.983,111.657,0.357,-1.837,38.299,1.318,-1.992,103.388,-1.896,442.664,180.109,-1.2,1.548,93.062,3.258,0.684,273.171,1
124.973,2.313,73.39,138.179,4.928,766.103,-3.949,1.812,0.967,246.901,1.753,0.966,0.339,34.678,-0.702,-1.154,60.774,-1.105,0.613,80.61,0.646,220.135,113.83,-1.007,-2.535,37.619,3.921,2.799,151.449,1
95.316,15.009,65.085,74.369,3.554,245.324,1.46,2.058,16.297,160.381,1.781,0.486,0.468,27.102,0.114,-0.571,48.279,-0.6,-2.502,36.913,-2.859,257.435,48.028,-0.372,0.689,36.972,-3.926,0.603,85,0
85.051,13.705,59.108,181.301,3.896,664.524,-3.693,1.261,2.08,342.867,4.289,0.822,0.988,23.618,-0.631,-0.169,101.305,-0.103,0.976,70.891,1.138,368.715,162.629,-2.267,-1.904,55.315,1.629,2.967,217.943,0
73.118,68.198,67.311,14.817,0.335,96.62,-0.019,2.285,1.623,147.109,1.464,-1.268,0,20.918,-0.203,1.448,30.627,1.902,2.336,42.641,-1.481,134.292,49.681,-0.261,-1.147,45.884,0.073,1.728,95.565,0
35.816,60.028,29.351,36.489,0.974,108.225,-0.101,1.133,7.673,158.513,1.349,-0.813,0,23.431,-1.129,2.032,31.611,-1.312,0.914,44.5,-0.941,209.93,66.335,-0.118,2.735,37.135,0.856,-0.999,103.47,0
75.815,54.356,47.961,19.426,4.026,271.028,-3.783,2.788,28.062,120.978,1.434,-0.149,0.568,20.019,1.656,2.869,28.701,2.031,0.106,25.922,3.079,205.734,41.579,2.531,1.33,30.68,-1.494,-0.941,72.258,0
114.423,23.641,60.361,189.522,2.676,375.385,1.453,1.184,16.465,333.963,0.965,1.319,0.845,54.528,-1.58,-0.945,52.6,-1.251,-2.083,100.798,-1.757,559.253,164.166,-0.463,1.725,62.67,-3.139,0.651,226.836,1
143.796,105.306,101.506,32.297,0.267,99.742,5.031,3.036,2.796,187.892,1.531,-1.374,0,33.899,2.378,-1.861,51.885,1.055,1.691,56.974,-0.947,204.76,61.138,2.114,2.878,40.97,2.38,0.222,102.108,0
119.515,42.419,59.757,274.05,4.785,1554.439,-5.53,0.936,1.424,512.383,2.274,1.387,1,43.702,-0.673,-0.411,99.366,-0.44,0.495,143.428,0.138,548.205,303.4,1.951,3.114,65.915,-2.834,-1.058,369.316,1
72.795,78.822,46.678,195.616,0.371,110.535,0.605,0.738,42.974,355.269,1.856,0.322,0,46.043,0.702,2.641,85.438,1.301,3.073,83.668,2.103,378.966,98.663,-0.614,-1.051,83.466,-0.985,0.107,223.788,0
86.415,87.919,72.138,36.804,2.343,222.219,-0.37,1.802,50.5,260.937,1.729,-1.373,0.782,34.963,-0.495,-2.046,60.449,-0.421,2.437,46.951,0.496,307.914,72.862,0.17,-0.456,55.174,-2.173,2.064,165.525,0
157.826,83.737,129.109,100.018,2.593,146.748,2.53,2.753,22.967,240.725,5.524,-0.49,0.887,23.376,0.278,2.834,129.117,1.602,0.421,13.749,-2.945,327.842,54.983,0.756,-2.658,33.249,3.349,-2.878,88.232,0
58.437,48.816,45.202,68.069,0.198,61.39,4.392,1.028,15.894,232.719,0.431,-1.381,0,68.91,-0.36,0.436,29.722,0.065,-0.5,21.823,-3.063,332.23,50.594,-1.999,2.533,42.714,-2.197,-2.432,134.087,0
89.146,1.108,55.191,106.564,0.88,138.866,0.606,1.654,50.551,273.888,1.813,0.95,0.972,22.643,-0.598,-0.395,41.063,0.969,0.136,45.49,0.161,296.047,101.661,1.334,-3.009,59.487,0.454,1.562,210.182,0
100.496,27.936,68.616,185.559,1.465,398.705,-0.53,1.014,3.503,506.21,0.595,1.408,0.182,90.339,-1.267,-0.944,53.782,-0.874,-0.009,55.986,-0.524,575.863,275.066,-0.651,2.611,87.022,0.814,-0.447,362.089,0
136.408,42.455,99.322,137.821,0.706,216.293,1.415,1.703,35.693,428.098,0.379,1.072,0,100.937,0.22,-0.844,38.223,-0.604,-2.334,27.885,-0.918,490.344,183.458,1.594,2.42,56.562,0.888,-0.348,288.938,1
99.161,52.82,68.796,70.241,1.415,225.548,-0.331,2.224,17.021,271.625,0.603,1.135,0.01,48.387,-1.571,-0.539,29.176,-1.115,1.638,32.816,-0.407,346.965,135.21,-0.296,-2.93,58.852,1.118,0.385,194.062,0
120.531,7.547,75.484,44.68,3.293,232.51,-2.126,2.905,20.706,169.16,1.227,1.329,0.911,34.256,-1.152,1.286,42.03,-1.267,-1.616,34.059,-1.416,200.739,61.714,-2.412,0.955,31.16,0.881,3.037,92.874,1
80.8,18.882,48.357,206.243,0.992,203.3,0.31,0.88,3.966,388.614,0.269,1.055,0.052,104.278,-2.363,-1.493,28.013,-1.599,-1.928,76.132,-1.516,418.362,134.237,-1.242,2.159,122.086,-0.25,0.901,256.323,0
193.724,72.355,164.896,41.36,1.552,285.101,1.652,3.289,6.261,284.753,0.817,-0.17,0,36.694,2.045,1.988,29.969,-1.238,1.791,51.073,-0.569,341.134,122.377,2.277,-1.363,95.713,0.726,2.012,218.09,0
271.436,96.925,231.481,246.45,0.474,373.836,-0.006,2.837,38.553,733.328,11.667,-1.13,0,21.38,-0.993,2.907,249.436,1.277,-1.675,18.605,-0.092,814.676,308.652,-0.461,1.145,111.145,0.013,-2.437,462.512,0
93.652,37.097,48.194,84.92,0.736,105.412,3.828,2.065,0.392,184.421,1.604,1.408,0.749,22.141,-1.865,1.549,35.508,-1.793,-2.67,53.66,2.735,162.303,89.849,-2.359,0.1,36.924,-1.623,-1.814,126.773,1
118.881,7.049,82.456,117.472,5.62,1354.336,-7.3,1.774,26.26,278.295,1.242,0.654,0.685,37.146,-0.773,0.772,46.122,0.955,0.374,37.368,0.204,330.46,87.066,2.038,-3.103,76.548,-3.582,-1.881,195.027,1
87.098,7.728,71.08,168.434,0.122,95.422,3.448,0.893,1.818,359.054,0.442,0.455,0,117.4,-2.336,-2.986,51.836,-1.536,2.9,2.242,-2.65,379.466,96.638,-1.797,0.533,93.179,-1.919,-0.463,189.818,0
251.164,47.435,192.893,30.53,1.008,70.326,3.856,4.265,35.351,129.205,2.005,-1.364,0,21.069,-2.234,-2.328,42.234,1.473,-0.222,24.933,1.418,116.807,35.831,-2.532,0.917,30.07,-1.523,-3.107,65.902,0
97.081,3.24,60.731,105.669,2.987,297.727,-1.978,1.591,1.078,218.764,0.957,0.919,0.047,39.719,1.098,0.347,38.031,2.106,-0.883,48.979,-0.958,259.935,93.267,-1.996,2.126,47.747,0.991,-2.627,141.014,0
56.624,83.454,54.951,5.995,0.602,84.086,3.199,1.617,2.703,154.257,1.218,-1.407,0,34.017,0.128,2.73,41.442,-0.223,1.151,47.426,-1.301,189.329,41.035,2.115,-2.508,37.763,1.513,0.546,78.799,0
272.965,156.449,187.714,82.028,0.539,153.258,1.309,2.485,10.229,359.461,1.324,0.404,0.558,83.31,-1.54,1.389,110.328,-0.969,-1.03,58.697,1.638,515.62,105.949,-1.445,-1.83,59.876,-0.906,2.153,165.824,1
113.885,3.229,82.898,50.58,2.372,218.388,-1.373,2.242,38.77,222.642,1.116,1.138,0.117,42.346,1.386,2.667,47.259,1.92,0.489,12.103,0.625,207.027,86.017,1.367,-0.85,47.021,-1.004,-2.857,133.038,1
65.035,10.826,39.143,107.552,0.125,104.703,0.148,1.13,19.009,266.046,0.566,1.315,0,48.305,1.556,2.309,27.364,1.307,-2.873,44.338,3.099,412.405,112.011,0.452,-0.094,40.008,0.327,-1.819,190.377,0
121.185,24.013,85.071,70.034,3.213,252.313,2.525,2.632,0.664,186.669,2.099,-0.605,0.024,27.54,-0.122,-2.36,57.807,0.842,1.474,38.401,0.958,227.369,61.979,-3.866,-2.278,39.343,-0.653,-0.626,101.322,1
92.366,28.307,66.248,17.687,5.052,436.973,-3.299,3.147,2.145,135.581,0.727,1.412,0.856,38.209,0.394,-2.282,27.769,0.76,0.875,7.249,-2.405,154.839,37.911,-0.77,-0.266,31.693,4.282,2.336,69.603,1
122.865,18.863,68.734,219.115,0.02,92.169,2.445,1.055,42.873,340.898,0.623,1.277,0,86.468,1.862,0.614,53.835,1.768,-0.436,101.104,-0.18,461.26,138.643,1.554,2.797,61.953,1.573,-2.517,200.596,1
99.141,4.542,69.754,68.403,5.519,616.239,-7.603,2.97,21.691,158.029,2.897,-0.171,0.877,20.253,-0.75,0.574,58.664,-1.109,-2.762,29.786,-2.653,195.38,45.534,-2.867,1.124,33.579,2.652,0.078,79.113,1
